"species","file","raw_rows","post_burnin_rows","kept","reason"
"Eurycea_aquatica","pars_8.pars.log",5001,2001,TRUE,"kept"
"Eurycea_aquatica","pars_9.pars.log",5001,2001,TRUE,"kept"
"Eurycea_bislineata","pars_1.pars.log",5001,2001,TRUE,"kept"
"Eurycea_bislineata","pars_10.pars.log",5001,2001,TRUE,"kept"
"Eurycea_bislineata","pars_11.pars.log",5001,2001,TRUE,"kept"
"Eurycea_bislineata","pars_12.pars.log",5001,2001,TRUE,"kept"
"Eurycea_bislineata","pars_13.pars.log",5001,2001,TRUE,"kept"
"Eurycea_bislineata","pars_14.pars.log",5001,2001,TRUE,"kept"
"Eurycea_bislineata","pars_15.pars.log",5001,2001,TRUE,"kept"
"Eurycea_bislineata","pars_16.pars.log",5001,2001,TRUE,"kept"
"Eurycea_bislineata","pars_2.pars.log",5001,2001,TRUE,"kept"
"Eurycea_bislineata","pars_3.pars.log",5001,2001,TRUE,"kept"
"Eurycea_bislineata","pars_4.pars.log",5001,2001,TRUE,"kept"
"Eurycea_bislineata","pars_5.pars.log",5001,2001,TRUE,"kept"
"Eurycea_bislineata","pars_6.pars.log",5001,2001,TRUE,"kept"
"Eurycea_bislineata","pars_7.pars.log",5001,2001,TRUE,"kept"
"Eurycea_bislineata","pars_8.pars.log",5001,2001,TRUE,"kept"
"Eurycea_bislineata","pars_9.pars.log",5001,2001,TRUE,"kept"
"Eurycea_chamberlaini","pars_1.pars.log",5001,2001,TRUE,"kept"
"Eurycea_chamberlaini","pars_10.pars.log",5001,2001,TRUE,"kept"
"Eurycea_chamberlaini","pars_11.pars.log",5001,2001,TRUE,"kept"
"Eurycea_chamberlaini","pars_12.pars.log",5001,2001,TRUE,"kept"
"Eurycea_chamberlaini","pars_13.pars.log",5001,2001,TRUE,"kept"
"Eurycea_chamberlaini","pars_14.pars.log",5001,2001,TRUE,"kept"
"Eurycea_chamberlaini","pars_15.pars.log",5001,2001,TRUE,"kept"
"Eurycea_chamberlaini","pars_16.pars.log",5001,2001,TRUE,"kept"
"Eurycea_chamberlaini","pars_2.pars.log",5001,2001,TRUE,"kept"
"Eurycea_chamberlaini","pars_3.pars.log",5001,2001,TRUE,"kept"
"Eurycea_chamberlaini","pars_4.pars.log",5001,2001,TRUE,"kept"
"Eurycea_chamberlaini","pars_5.pars.log",5001,2001,TRUE,"kept"
